Five-Year Ofsted Inspection Data: Initial teacher education,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an initial teacher education provider at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Phase,Overall effectiveness,The quality of education and training,Leadership and management
70127,Leeds Trinity University,03/12/2024,OS,Initial teacher education,31/08/2024,19/07/2023,Yorkshire and The Humber,Leeds,Not available,LS18 5HD,HEI,Secondary,2,2,2
70128,University of Cumbria,03/12/2024,OS,Initial teacher education,31/08/2024,10/05/2023,North West,Cumberland,Not available,CA1 2HH,HEI,Primary,2,2,2
70128,University of Cumbria,03/12/2024,OS,Initial teacher education,31/08/2024,10/05/2023,North West,Cumberland,Not available,CA1 2HH,HEI,Secondary,2,2,2
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,31/08/2024,21/03/2024,North West,Lancashire,Not available,L39 4QP,HEI,FE,1,1,1
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,31/08/2024,21/03/2024,North West,Lancashire,Not available,L39 4QP,HEI,Primary,1,1,1
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,31/08/2024,21/03/2024,North West,Lancashire,Not available,L39 4QP,HEI,Secondary,1,1,1
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,31/08/2024,,North West,Liverpool,Not available,L16 9JD,HEI,Early years,,,
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,31/08/2024,12/07/2022,North West,Liverpool,Not available,L16 9JD,HEI,Primary,2,2,2
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,31/08/2024,12/07/2022,North West,Liverpool,Not available,L16 9JD,HEI,Secondary,2,2,2
70131,Plymouth Marjon University,03/12/2024,OS,Initial teacher education,31/08/2024,25/08/2023,South West,Plymouth,Not available,PL6 8BH,HEI,Primary,2,2,2
70131,Plymouth Marjon University,03/12/2024,OS,Initial teacher education,31/08/2024,25/08/2023,South West,Plymouth,Not available,PL6 8BH,HEI,Secondary,2,2,2
70132,University of Chester,03/12/2024,OS,Initial teacher education,31/08/2024,01/12/2016,North West,Cheshire West and Chester,Not available,CH1 1SL,HEI,Early years,2,2,2
70132,University of Chester,03/12/2024,OS,Initial teacher education,31/08/2024,14/06/2024,North West,Cheshire West and Chester,Not available,CH1 1SL,HEI,Primary,2,2,2
70132,University of Chester,03/12/2024,OS,Initial teacher education,31/08/2024,14/06/2024,North West,Cheshire West and Chester,Not available,CH1 1SL,HEI,Secondary,2,2,2
70133,University of Cambridge,03/12/2024,OS,Initial teacher education,31/08/2024,24/06/2024,East of England,Cambridgeshire,Not available,CB2 8PQ,HEI,Primary,1,1,1
70133,University of Cambridge,03/12/2024,OS,Initial teacher education,31/08/2024,24/06/2024,East of England,Cambridgeshire,Not available,CB2 8PQ,HEI,Secondary,1,1,1
70134,Bradford College,03/12/2024,OS,Initial teacher education,31/08/2024,26/05/2023,Yorkshire and The Humber,Bradford,Not available,BD7 1AY,SCITT,FE,2,2,2
70134,Bradford College,03/12/2024,OS,Initial teacher education,31/08/2024,26/05/2023,Yorkshire and The Humber,Bradford,Not available,BD7 1AY,SCITT,Primary,2,2,2
70134,Bradford College,03/12/2024,OS,Initial teacher education,31/08/2024,26/05/2023,Yorkshire and The Humber,Bradford,Not available,BD7 1AY,SCITT,Secondary,2,2,2
70135,Birmingham Newman University,03/12/2024,OS,Initial teacher education,31/08/2024,03/05/2024,West Midlands,Birmingham,Not available,B32 3NT,HEI,Primary,2,2,2
70135,Birmingham Newman University,03/12/2024,OS,Initial teacher education,31/08/2024,03/05/2024,West Midlands,Birmingham,Not available,B32 3NT,HEI,Secondary,2,2,2
70141,Devon Primary SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,18/01/2016,South West,Devon,Not available,EX2 7TR,SCITT,Primary,1,1,1
70144,North East Partnership SCITT (Physical Education),03/12/2024,OS,Initial teacher education,31/08/2024,07/04/2022,North East,North Tyneside,Not available,NE29 9PU,SCITT,Primary and Secondary,1,1,1
70147,"Norfolk, Essex and Suffolk Teacher Training (NESTT)",03/12/2024,OS,Initial teacher education,31/08/2024,,East of England,Suffolk,Not available,IP4 1JN,SCITT,Primary,,,
70147,"Norfolk, Essex and Suffolk Teacher Training (NESTT)",03/12/2024,OS,Initial teacher education,31/08/2024,27/07/2023,East of England,Suffolk,Not available,IP4 1JN,SCITT,Secondary,2,2,2
70154,SCITT in East London Schools (SCITTELS),03/12/2024,OS,Initial teacher education,31/08/2024,08/05/2024,London,Newham,Not available,E15 1JY,SCITT,Primary,1,1,1
70156,Colchester Teacher Training Consortium,03/12/2024,OS,Initial teacher education,31/08/2024,07/05/2024,East of England,Essex,Not available,CO3 3US,SCITT,Primary and Secondary,1,1,1
70157,Royal Academy of Dance,03/12/2024,OS,Initial teacher education,31/08/2024,20/12/2018,London,Wandsworth,Not available,SW11 3JZ,SCITT,Secondary,1,1,1
70160,University of Bedfordshire,03/12/2024,OS,Initial teacher education,31/08/2024,20/05/2024,East of England,Bedford,Not available,MK41 9EA,HEI,FE,1,1,1
70160,University of Bedfordshire,03/12/2024,OS,Initial teacher education,31/08/2024,20/05/2024,East of England,Bedford,Not available,MK41 9EA,HEI,Primary,2,2,2
70160,University of Bedfordshire,03/12/2024,OS,Initial teacher education,31/08/2024,20/05/2024,East of England,Bedford,Not available,MK41 9EA,HEI,Secondary,2,2,2
70162,North Tyneside SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,16/06/2023,North East,North Tyneside,Not available,NE28 0HG,SCITT,Primary,1,1,1
70165,Leeds SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,04/07/2022,Yorkshire and The Humber,Leeds,Not available,LS18 5HD,HEI,Secondary,2,2,2
70167,Buckinghamshire College Group,03/12/2024,OS,Initial teacher education,31/08/2024,28/06/2024,South East,Buckinghamshire,Not available,HP21 8PD,ITE in FE,FE,1,1,1
70168,Blackpool and The Fylde College,03/12/2024,OS,Initial teacher education,31/08/2024,10/06/2024,North West,Blackpool,Not available,FY2 0HB,ITE in FE,FE,2,2,2
70169,Durham SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,07/04/2022,North East,Durham,Not available,DL5 6AH,SCITT,Primary and Secondary,2,2,2
70171,Bournemouth Bay Teacher Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,08/05/2024,South West,"Bournemouth, Christchurch & Poole",Not available,BH23 3AU,SCITT,Secondary,2,2,2
70172,University of Buckingham,03/12/2024,OS,Initial teacher education,31/08/2024,24/06/2022,South East,Buckinghamshire,Not available,MK18 1EG,HEI,Primary,2,2,2
70172,University of Buckingham,03/12/2024,OS,Initial teacher education,31/08/2024,05/10/2021,South East,Buckinghamshire,Not available,MK18 1EG,HEI,Secondary,2,2,2
70178,2Schools Consortium,03/12/2024,OS,Initial teacher education,31/08/2024,28/03/2023,London,Enfield,Not available,N13 6BY,SCITT,Primary,2,2,2
70182,Alban Federation SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,15/09/2021,East of England,Hertfordshire,Not available,AL4 9NX,SCITT,Primary and Secondary,2,2,2
70186,Carmel Teacher Training Partnership (CTTP),03/12/2024,OS,Initial teacher education,31/08/2024,07/01/2019,North East,Darlington,Not available,DL3 8RP,SCITT,Primary and Secondary,1,1,1
70189,Wessex Schools Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,27/04/2023,South West,"Bournemouth, Christchurch & Poole",Not available,BH15 2BW,SCITT,Secondary,2,2,2
70190,Doncaster ITT Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,29/01/2019,Yorkshire and The Humber,Doncaster,Not available,DN1 3BU,SCITT,Primary and Secondary,2,2,2
70192,The Deepings SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,07/04/2022,East Midlands,Lincolnshire,Not available,PE6 8NF,SCITT,Primary and Secondary,2,2,2
70195,Educate Group Initial Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2024,15/05/2024,North West,Cheshire West and Chester,Not available,CH65 0BE,SCITT,Primary and Secondary,2,2,2
70197,e-Qualitas,03/12/2024,OS,Initial teacher education,31/08/2024,05/07/2022,London,Camden,Not available,WC2H 8EE,SCITT,Early years,2,2,2
70197,e-Qualitas,03/12/2024,OS,Initial teacher education,31/08/2024,28/03/2023,London,Camden,Not available,WC2H 8EE,SCITT,Primary,2,2,2
70197,e-Qualitas,03/12/2024,OS,Initial teacher education,31/08/2024,28/03/2023,London,Camden,Not available,WC2H 8EE,SCITT,Secondary,2,2,2
70199,George Abbot SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,25/11/2018,South East,Surrey,Not available,GU1 1XX,SCITT,Secondary,1,1,1
70201,George Spencer Academy SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,11/07/2023,East Midlands,Nottinghamshire,Not available,NG9 7EW,SCITT,Primary and Secondary,1,1,1
70202,The Havering Teacher Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,21/09/2021,London,Havering,Not available,RM14 1SF,SCITT,Secondary,2,2,2
70209,King Edward's Consortium,03/12/2024,OS,Initial teacher education,31/08/2024,05/10/2021,West Midlands,Birmingham,Not available,B14 7QS,SCITT,Secondary,2,2,2
70213,Kingsbridge EIP SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,19/05/2022,North West,Wigan,Not available,WN2 5NG,SCITT,Primary and Secondary,2,2,2
70221,Two Mile Ash ITT Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,07/04/2022,South East,Milton Keynes,Not available,MK11 4BA,SCITT,Primary,2,2,2
70225,Kirklees and Calderdale SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,14/09/2023,Yorkshire and The Humber,Kirklees,Not available,WF16 9BB,SCITT,Primary and Secondary,2,2,2
70227,Pioneers Partnership SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,08/07/2022,North West,Rochdale,Not available,M24 2GT,SCITT,Secondary,2,2,2
70231,Mid Somerset Consortium for Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2024,24/03/2023,South West,Somerset,Not available,BA16 0AD,SCITT,Secondary,2,2,2
70232,The Cambridge Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,22/03/2024,East of England,Cambridgeshire,Not available,Cb24 4RS,SCITT,Primary and Secondary,1,1,1
70233,South Birmingham SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,14/07/2021,South West,Gloucestershire,Not available,GL6 8JZ,SCITT,Primary and Secondary,2,2,2
70234,North Lincolnshire SCITT Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,15/09/2023,Yorkshire and The Humber,North Lincolnshire,Not available,DN15 6NL,SCITT,Primary and Secondary,2,2,2
70241,South Farnham SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,07/08/2023,South East,Surrey,Not available,GU9 8DY,SCITT,Primary,1,1,1
70241,South Farnham SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,,South East,Surrey,Not available,GU9 8DY,SCITT,Secondary,,,
70243,St. Joseph's College Stoke Secondary Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,15/06/2023,West Midlands,Stoke-on-Trent,Not available,ST4 5NT,SCITT,Primary and Secondary,2,2,2
70245,Stockton SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,,North East,Stockton-on-Tees,Not available,TS19 0QD,SCITT,FE,,,
70245,Stockton SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,06/10/2021,North East,Stockton-on-Tees,Not available,TS19 0QD,SCITT,Primary and Secondary,2,2,2
70246,Royal Borough of Windsor & Maidenhead SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,07/04/2022,South East,Windsor and Maidenhead,Not available,SL6 2BL,SCITT,Primary and Secondary,2,2,2
70249,"Cambridge Training Schools Network, CTSN SCITT",03/12/2024,OS,Initial teacher education,31/08/2024,,East of England,Cambridgeshire,Not available,CB23 7DU,SCITT,Early years,,,
70249,"Cambridge Training Schools Network, CTSN SCITT",03/12/2024,OS,Initial teacher education,31/08/2024,18/05/2022,East of England,Cambridgeshire,Not available,CB23 7DU,SCITT,Primary and Secondary,2,2,1
70258,University of Suffolk,03/12/2024,OS,Initial teacher education,31/08/2024,18/05/2022,East of England,Suffolk,Not available,IP4 1QJ,ITE in FE,FE,2,2,2
70270,Teach First,03/12/2024,OS,Initial teacher education,31/08/2024,27/06/2023,London,Greenwich,Not available,SE10 0ER,TeachFirst,Primary,1,1,1
70270,Teach First,03/12/2024,OS,Initial teacher education,31/08/2024,27/06/2023,London,Greenwich,Not available,SE10 0ER,TeachFirst,Secondary,1,1,1
70273,Arthur Terry SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,19/07/2022,West Midlands,Birmingham,Not available,B74 4RZ,SCITT,Primary and Secondary,1,1,1
70275,TES Institute,03/12/2024,OS,Initial teacher education,31/08/2024,15/07/2022,Yorkshire and The Humber,Sheffield,Not available,S1 2JE,SCITT,Primary,2,2,2
70275,TES Institute,03/12/2024,OS,Initial teacher education,31/08/2024,15/07/2022,Yorkshire and The Humber,Sheffield,Not available,S1 2JE,SCITT,Secondary,2,2,2
70276,TKAT SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,24/05/2022,London,Bromley,Not available,DA14 5AA,SCITT,Primary and Secondary,2,2,2
70277,Harris ITT,03/12/2024,OS,Initial teacher education,31/08/2024,12/01/2017,London,Southwark,Not available,SE16 3TZ,SCITT,Primary and Secondary,1,1,1
70283,Leicester & Leicestershire SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,,East Midlands,Leicester,Not available,LE4 7AN,SCITT,Primary,,,
70283,Leicester & Leicestershire SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,01/06/2023,East Midlands,Leicester,Not available,LE4 7AN,SCITT,Secondary,1,1,1
70284,North West SHARES SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,06/03/2023,North West,Lancashire,Not available,WN8 6AB,SCITT,Primary,1,1,1
70285,Buckingham Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,11/04/2023,South East,Buckinghamshire,Not available,MK18 1AX,SCITT,Primary and Secondary,2,2,2
70286,Pennine Lancashire SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,26/05/2023,North West,Lancashire,Not available,BB5 2QY,SCITT,Primary and Secondary,2,2,2
70287,Norfolk Teacher Training Centre,03/12/2024,OS,Initial teacher education,31/08/2024,27/06/2023,East of England,Norfolk,Not available,NR2 2LJ,SCITT,Primary and Secondary,2,2,2
70288,The Basingstoke Alliance SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,15/06/2023,South East,Hampshire,Not available,RG21 5SU,SCITT,Secondary,2,2,2
70289,Teach East,03/12/2024,OS,Initial teacher education,31/08/2024,19/06/2017,East of England,Peterborough,Not available,PE6 7JX,SCITT,Primary and Secondary,2,2,2
70290,Wildern Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,16/05/2022,South East,Hampshire,Not available,SO30 4EJ,SCITT,Primary and Secondary,2,2,2
70291,St. George's Academy Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,14/07/2021,East Midlands,Lincolnshire,Not available,NG34 7PP,SCITT,Secondary,2,2,2
70292,ARK Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2024,05/05/2022,London,Kensington and Chelsea,Not available,W11 4AN,SCITT,Primary and Secondary,1,1,1
70293,Future Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2024,15/06/2023,London,Westminster,Not available,SW1V 3AT,SCITT,Secondary,1,1,1
70294,Stourport SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,23/03/2023,West Midlands,Worcestershire,Not available,DY11 7WF,SCITT,Primary and Secondary,2,2,2
70296,Inspiring Leaders - Teacher Training,03/12/2024,OS,Initial teacher education,31/08/2024,28/06/2023,East Midlands,Leicester,Not available,LE4 1EZ,SCITT,Primary and Secondary,1,1,1
70298,Mersey Boroughs ITT Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,26/04/2024,North West,Knowsley,Not available,L35 5DN,SCITT,Primary,2,2,2
70299,Compton SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,21/09/2022,London,Barnet,Not available,N12 0QG,SCITT,Secondary,1,1,1
70300,The Hampshire SCITT Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,05/07/2023,South East,Hampshire,Not available,SO53 2DW,SCITT,Primary and Secondary,3,3,3
70301,Ashton on Mersey School SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,26/03/2024,North West,Trafford,Not available,M33 5AY,SCITT,Primary and Secondary,2,2,2
70302,East Midlands Teacher Training Partnership,03/12/2024,OS,Initial teacher education,31/08/2024,25/07/2023,East Midlands,Nottinghamshire,Not available,NG2 7FA,SCITT,Primary and Secondary,2,2,2
70304,The Tommy Flowers SCITT Milton Keynes,03/12/2024,OS,Initial teacher education,31/08/2024,18/09/2023,South East,Milton Keynes,Not available,MK6 5EN,SCITT,Primary and Secondary,1,1,1
70305,Bluecoat SCITT Alliance Nottingham,03/12/2024,OS,Initial teacher education,31/08/2024,11/07/2023,East Midlands,Nottingham,Not available,NG8 5GY,SCITT,Primary and Secondary,2,2,2
70306,The Sheffield SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,13/06/2024,Yorkshire and The Humber,Sheffield,Not available,S10 3BT,SCITT,Primary and Secondary,2,2,2
70307,Ripley ITT,03/12/2024,OS,Initial teacher education,31/08/2024,03/08/2023,North West,Lancashire,Not available,LA1 4RS,SCITT,Primary and Secondary,1,1,1
70308,Bright Futures SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,01/08/2024,North West,Trafford,Not available,WA14 2NJ,SCITT,Early years,2,2,2
70308,Bright Futures SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,01/08/2024,North West,Trafford,Not available,WA14 2NJ,SCITT,Primary and Secondary,2,2,2
70310,Sutton SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,20/09/2021,London,Sutton,Not available,SM3 9PS,SCITT,Primary and Secondary,1,1,1
70311,London District East SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,07/12/2017,London,Newham,Not available,E13 8SA,SCITT,Primary,1,1,1
70311,London District East SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,,London,Newham,Not available,E13 8SA,SCITT,Secondary,,,
70312,Keele and North Staffordshire Teacher Education,03/12/2024,OS,Initial teacher education,31/08/2024,30/06/2023,West Midlands,Staffordshire,Not available,ST7 4DL,SCITT,Primary,1,1,1
70313,The OAKS (Ormiston and Keele SCITT),03/12/2024,OS,Initial teacher education,31/08/2024,08/11/2016,West Midlands,Staffordshire,Not available,ST5 5BG,SCITT,Secondary,1,1,1
70314,North Wiltshire SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,20/12/2017,South West,Wiltshire,Not available,SN4 7HG,SCITT,Primary and Secondary,1,1,1
70315,Northern Lights SCITT,03/12/2024,OS,Initial teacher education,31/08/2024,09/05/2022,Yorkshire and The Humber,North Yorkshire,Not available,BD23 1QL,SCITT,Primary and Secondary,2,2,2
